event_id,japones,es_oficial
23000563,Lそうですか…\n%2F相談したくなりましたら\nいつでもお%1F待ちしてますよ。,"Vale. Si cambias de idea, vente para acá.\nTe estaré esperando."
23000563,Tふむ…　なにやらお%1F困りのようですね。\nボクでよければ　%2F相談にのりますよ？,Me da la impresión de que estás preocupado\npor algo. ¿Quieres que lo hablemos?
23000563,\ボクの%1F勝ちですね…。\nまた%2F相談したくなりましたら\nいつでもお%1F待ちしてますよ。,Bueno... Pues ya ves. He ganado.\nVuelve cuando creas que vas\na poder vencerme.
23000563,h%1F分かりました。\nここで%1F会ったのも　%1F何かのエンですし\nボクに%1F勝てたら　%1F入りましょう！,Yo estaba precisamente buscando un club\nal que apuntarme. ¡Supongo que es el destino!
23000563,�ここで%1F会ったのも　%1F何かのエンですね。\nボクがサッカー%1F部に%1F入りましょう。\nこれからよろしくお%1F願いしますね。,Me encantaría unirme a vuestro club.\n¡Qué suerte habernos encontrado!
23000564,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000564,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000564,4なんだなんだぁ？\n%1F難しい%1F顔しやがって。,"¡Oh, pobrecillo! ¿Qué pasa?"
23000564,8%1F困ってんなら\nオレが%1F力を%1F貸してやろうか？,"Si me uno a tu equipo, ¿dejarás de estar\ntan preocupado?"
23000564,8なんだなんだぁ？\nまた%1F難しい%1F顔しやがって。,"¡Oh, vaya! ¿Ya estás otra vez preocupado?\nSi me uno a tu equipo, ¿te animarás un poco?"
23000564,Dその%2F程度の%2F実力では…\nオレの%1F力は%1F貸してやれないな。,No creo que deba siquiera plantearme jugar\nen un equipo con menos nivel que yo.
23000564,Dただし…\nオレの%1F力%1F借りるだけの\n%2F実力があったらなっ！,¡Entonces me apunto!\nPero solo si compruebo que vuestra fortaleza\nmental es tan fuerte como para vencerme.
23000564,Lえんりょなんてしなくていいぞ！\n%1F気が%1F変わったら　また%1F来いよ！,"Si cambias de idea, ya sabes\ndónde encontrarme.\n¡Estaré esperándote!"
23000564,�フッ…　なかなかやるじゃないか。\n%2F約束%1F通り　オレの%1F力を%1F貸してやるよ。\nそして　%2F一緒にもっと%1F強くなろうぜ。,"¡Ja, ja, ja! Eres la pera...\nConmigo el equipo subirá de nivel.\nYa verás... "
23000565,$この%2F程度かぁ。\nそっかー。,¿Tan poco nivel tenéis?\nMmm... Bueno...
23000565,$ふーん。\nまぁ　なかなかだね。,¿Eh?\n¿Queréis que echemos otro partido?
23000565,$よーしっ！　%2F勝負だっ！！,"Vale, entonces... ¡Venga! ¡Una pachanga!"
23000565,%1F腕%1F試ししてみない？,¿Quieres jugar contra mí para ponerte\na prueba?
23000565,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000565,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000565,",%1F次は　%2F本気で%1F行くよっ！！！",Mmm... No está nada mal...\nPero ¡ha llegado la hora de la verdad!
23000565,0そっか…。\nそれはちょっと%2F残念かな。,Oh...\n¡Qué pena!
23000565,ふぅ。\nいい%1F汗かいた！,¡Ufff! ¡Qué caña!
23000566,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000566,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000566,",おまえの%2F実力は　こんなもんなのか？",¿Eso es todo lo que sabéis hacer?
23000566,4おう！　そうでなくちゃな！\nそれでは　いくぞ！,"¿No queréis que me una al equipo, chicos?"
23000566,4まずは　おまえの%2F実力を\nためさせてくれ！,¡Ese es el espíritu!\n¡Vamos!
23000566,4オス！　%2F円堂！\nオレに%1F何か%1F用なのか？,"¡Eh, Mark! ¿Qué puedo hacer por ti?\n¿Qué? ¿Unirme a tu club?"
23000566,Pオレに%1F入ってほしいのなら\nまずは　おまえの%2F実力を\nためさせてくれ！,"Si queréis que me una a vosotros, primero\ntendréis que demostrarme lo buenos que sois."
23000566,T…サッカー%1F部に%1F入れって？\nそうだな…\nオレに%1F入ってほしいのだったら…,Mmm... Primero tendré que ver qué tal\nse os da. ¿De acuerdo?
23000566,dさすが　%2F円堂だな。\n%2F実力は　%1F申し%1F分ないぜ。\nよろこんで　サッカー%1F部に%1F入るよ。,¡Hala! ¡Mark! ¡Ha sido impresionante!\n¡Será un placer unirme a tu equipo!
23000567,$じゃあ　%1F後は%1F任せたぞ。,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000567,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000567,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000567,",じゃあ　%1F後のことは%1F任せましたよ！","¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000567,8はいはい　もしもし！\nあっ　%2F円堂くんですね！,¡Esfuérzate al máximo!\n¡Forma un equipo superfuerte!
23000567,<%2F場所がわからなくなったら\nケータイに%2F連絡をくれ。,"¿Qué?\n¿Eres tú, Mark?"
23000567,D%1F分かりました。\n%1F喜んで　ボクの%1F力をお%1F貸ししますよ。,¡Genial!\n¡Qué ganas de debutar!
23000567,D%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Bueno, ¡el resto es cosa tuya!"
23000567,H%s　は\n%4F大海原中の　%2F大岩の%1F近くにいる\nと%1F言ってたぞ。,"He oído que %s está\ncerca de la gran roca, en el Mary Times."
23000567,Pおや？　%1F何かお%1F困りのようだね。\nボクでよければ　%1F力になるけど？,"Me da la impresión de que estás preocupado\npor algo. Si me metiese en el equipo,\n¿te serviría de ayuda?"
23000567,Tそうかい？\nもし%1F困ったことがあったら\nいつでもボクに%1F声をかけるんだよ。,"¡Ah! ¿Estás seguro? Bueno, sabes que si me\nnecesitas, siempre podrás contar conmigo."
23000568,$じゃあ　%1F後は%1F任せたぞ。,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000568,$だったら　どっか%1F行けよ。,"Entonces, ¡fuera de mi vista!"
23000568,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000568,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000568,",じゃあ　%1F後のことは%1F任せましたよ！","¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000568,0%s　は\n%3F大雪原にいる\nと%1F言ってたぞ。,He oído que %s está\nen el gran campo de nieve.
23000568,0なんだ　おまえ？\nオレに%1F何か%1F用か？,¿Necesitas ayuda?
23000568,8はいはい　もしもし！\nあっ　%2F円堂くんですね！,¡Esfuérzate al máximo!\n¡Forma un equipo superfuerte!
23000568,<%2F場所がわからなくなったら\nケータイに%2F連絡をくれ。,"¿Qué?\n¿Eres tú, Mark?"
23000568,D%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Bueno, ¡el resto es cosa tuya!"
23000568,Lえっ　サッカーの%2F勧誘？\nそれを%1F言うために　ここまで%1F来たのか？,¿Queréis que me una a vuestro club? ¿Habéis\nvenido hasta aquí solo para decirme eso?
23000568,Tそんなにオレに%1F入って%1F欲しいなら\n%1F入ってやるぜ。\nこれからよろしくな。,"En fin, haciéndoos tanta falta como os hago,\nestaría feo decir que no."
23000569,$じゃあ　%1F後は%1F任せたぞ。,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000569,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000569,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000569,",じゃあ　%1F後のことは%1F任せましたよ！","¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000569,8はいはい　もしもし！\nあっ　%2F円堂くんですね！,¡Esfuérzate al máximo!\n¡Forma un equipo superfuerte!
23000569,<%2F場所がわからなくなったら\nケータイに%2F連絡をくれ。,"¿Qué?\n¿Eres tú, Mark?"
23000569,D%1F分かりました。\n%1F喜んで　ボクの%1F力をお%1F貸ししますよ。,¡Genial!\n¡Qué ganas de debutar!
23000569,D%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Bueno, ¡el resto es cosa tuya!"
23000569,P%s　は\n%2F沖縄%3F市街地の　%1FＧマートの%1F近くにいる\nと%1F言ってたぞ。,He oído que %s está\ncerca del Mercazuma de Okinawa.
23000569,Pおや？　%1F何かお%1F困りのようだね。\nボクでよければ　%1F力になるけど？,"Me da la impresión de que estás preocupado\npor algo. Si me metiese en el equipo,\n¿te serviría de ayuda?"
23000569,Tそうかい？\nもし%1F困ったことがあったら\nいつでもボクに%1F声をかけるんだよ。,"¡Ah! ¿Estás seguro? Bueno, sabes que si me\nnecesitas, siempre podrás contar conmigo."
23000570,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000570,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000570,@えんりょは　いらない。\nさあ　%1F早くスカウトするがいい！,"¡Déjate de tanta tontería! Si no te centras,\nse te escaparán los mejores jugadores."
23000570,@だが…　ただではさせない！\nこのオレを%1F倒してみろっ！！,Pero no te lo pondré fácil...\n¡Primero tendréis que vencerme!
23000570,Lオレは%2F期待を%2F裏切らない%1F男だ。\n%2F期待していてくれていいぜ。,¡Tienes que darlo todo!\n¡Demuéstrame de qué eres capaz!
23000570,`おまえ…　オレの%1F力が%2F必要だろ？\nえんりょは　いらない。\nさあ　スカウトするがいい！,"¡No te cortes, hombre!\nQuieres que me apunte a tu club de fútbol,\n¿verdad?"
23000570,`おまえには…　オレの%1F力が%2F必要だ！\nえんりょは　いらない。\nさあ　スカウトするがいい！,No traicionaré vuestra confianza.\n¡Os lo prometo!
23000570,hだが　まだスカウトはさせれない！\nチームレベルが１５になるまでは\n%1F己を%1F鍛えるがいいィィ！！,¡Todavía no estáis listos para jugar contra mí!\n¡Será mejor que entrenéis hasta alcanzar\nel nivel 15 como mínimo!
23000571,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000571,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000571,4なんだなんだぁ？\n%1F難しい%1F顔しやがって。,¡Oh! ¿Ocurre algo?
23000571,8%1F困ってんなら\nオレが%1F力を%1F貸してやるぜ？,"Si me uno a tu equipo, ¿dejarás\nde estar tan preocupado?"
23000571,8%1F困ってんなら\nオレが%1F力を%1F貸してやろうか？,"¡Ja, ja, ja! Eres la pera...\nConmigo el equipo subirá de nivel.\nYa verás... "
23000571,8なんだなんだぁ？\nまた%1F難しい%1F顔しやがって。,"¡Oh, vaya! ¿Ya estás otra vez preocupado?\nSi me uno a tu equipo, ¿te animarás un poco?"
23000571,Dただし…\nオレの%1F力%1F借りるだけの\n%2F実力があったらなっ！,¡Entonces me apunto!\nPero solo si compruebo que vuestra fortaleza\nmental es tan fuerte como para vencerme.
23000571,Lえんりょなんてしなくていいぞ！\n%1F気が%1F変わったら　また%1F来いよ！,"Si cambias de idea, ya sabes\ndónde encontrarme.\n¡Estaré esperándote!"
23000571,�フッ…　なかなかやるじゃないか。\n%2F約束%1F通り　オレの%1F力を%1F貸してやるよ。\nそして　%2F一緒にもっと%1F強くなろうぜ。,No creo que deba siquiera plantearme jugar\nen un equipo con menos nivel que yo.
23000572,$なんだ？　%2F自信がないのか？,¿Qué queréis?\n¿Tenéis que decirme alguna cosa?
23000572,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000572,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000572,0なんだよ！\nまだオレに%2F文句があるのか？,"Por lo que veo, tenéis algo verdaderamente\nespecial, chicos. Debería unirme a vosotros.\n¡Así yo también tendría admiradores! "
23000572,Lそんなにオレに%1F認めてもらいたいのか？\nいいぜ！　かかって%1F来な！,¿Qué pasa? ¿Tenéis miedo?
23000572,Xおまえら%2F最近　あちこちで\nチヤホヤされ%1F過ぎなんだよ！\n%1F気にいらねえ…。,¡No me gusta nada que arméis tanto revuelo\npor aquí! ¿Por qué no me demostráis\nlo buenos que sois de verdad?
23000572,dおまえらのサッカーにそこまでの\n%2F価値があるのかどうか\nこのオレが%1F確かめてやる！　いくぞ！,¿De verdad estáis preparados?\n¡Estupendo! ¡A ver de qué sois capaces!
23000572,�た　たしかに%2F実力はあるようだな…。\n%1F認めてやるかわりにオレを%2F入部させろ！\nそしてオレも　チヤホヤされるんだ！！,¡Ja! ¡Sois más malos que un catarro!\nNo puedo creer que la gente no pare\nde parlotear sobre vosotros.
23000573,$この%2F程度かぁ。\nそっかー。,¿Tan poco nivel tenéis?\nMmm... Bueno...
23000573,$ふーん。\nまぁ　なかなかだね。,¿Eh?\n¿Queréis que echemos otro partido?
23000573,$よーしっ！　%2F勝負だっ！！,"Vale, entonces... ¡Venga! ¡Una pachanga!"
23000573,%1F腕%1F試ししてみない？,¿Quieres jugar contra mí para ponerte\na prueba?
23000573,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000573,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000573,",%1F次は　%2F本気で%1F行くよっ！！！",Mmm... No está nada mal...\nPero ¡ha llegado la hora de la verdad!
23000573,0そっか…。\nそれはちょっと%2F残念かな。,Oh...\n¡Qué pena!
23000573,ふぅ。\nいい%1F汗かいた！,¡Ufff! ¡Qué caña!
23000574,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000574,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000574,4あれ　%2F人違いか？\nそりゃ　%1F悪かったな。,Oh. Supongo que os he confundido\ncon otra gente. Perdón.
23000574,8あんたたちかい？\nオレを%2F仲間にしたいってのは？,"¡Ah! Eres tú. Quieres que me una\na vuestro club, ¿verdad?"
23000574,Dあんたたち　また%1F来たのか？\nオレを%2F仲間にしたいんだっけ？,"¡Ah! Eres tú otra vez. Sigues queriendo\nque me una a vuestro club, ¿verdad?"
23000574,Hだったら　オレを%1F倒してみな。\nもし%1F勝てたら　なってやるさ。,"¿Por qué no intentas vencerme? ¡Venga!\n¡Si me ganas, me uniré al equipo!"
23000574,L…へえ　なかなかおもしろいじゃん。\nいいよ　オレも%2F一緒に%1F行くぜ！,"Je... Interesante.\n¡Vale, iré con vosotros!"
23000574,Xオレの%1F勝ちだな。\n%2F残念だけど　%2F仲間にはならないぜ。\nそれじゃあまたな。,"¡Ajá! ¡He ganado! Lo siento, pero\ndesgraciadamente no voy a poder unirme\na vosotros, chicos. ¡Ya nos veremos!"
23000575,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000575,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000575,@そのかわり　ちゃんとオレを\n%2F試合で%1F使ってくれよな。,"Lo prometido es deuda, así que voy a\nunirme a tu club, pero asegúrate de que me\ndejas jugar una buena parte del partido."
23000575,Hなんだい　ボーイ？\nもしかして…\nボクとサッカーをしたいのかい？,"¿Qué pasa, chaval?\n¿Quieres que juegue al fútbol con vosotros?"
23000575,Hヘーイ　ボーイ！　オレの%1F勝ちだぜ！\nそれじゃあな　バイビー！,"¡Qué mala suerte, tío! ¡Parece que esta vez\nhe ganado yo! Bueno, ¡hasta luego, cocodrilo!"
23000575,Lなんだい　またボーイか。\nもしかして…\nボクとサッカーをしたいのかい？,"¿Otra vez tú, chaval?\n¿Sigues queriendo que juegue contigo\nal fútbol?"
23000575,Lオーキードーキーだぜ　ボーイ！\n%3F約束通り　サッカー%1F部にはいるぜ！,"¡Vale, chaval!"
23000575,X%2FＯＫだぜ　ボーイ！\nオレとの%2F勝負に%1F勝ったら\nいくらでも　してあげるよ！,Vale.\n¡Ganadme una pachanga y me uniré al equipo!
